,FID,FID_1,OBJECTID,Parcel_ID,area_m2,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,image_date,edge,is_lowest_,SFHA_TF,STATIC_BFE,Under_fld,area_m2,area_ft2,FFE_gsv_m,FFE_gsv_ft,STATIC_BFE,FFE_need_Elevate,FFE_elevation_ft,BFE_MINUS_FFE,galveston_building_systems_location_factor_2021,galveston_area_modification_factor_2015,construction_index_2015,construction_index_1998,rsmeans_construction_index_2015,rsmeans_construction_index_2021,ENR_BCI_index_2015,ENR_BCI_index_2021,PCI_Family_house_construction_1998,PCI_Family_house_construction_2015,PCI_Family_house_construction_2021,cost_1998,cost_2015,cost_2021_RSMeans,cost_2021_ENR_BCI,cost_2021_PCI_Family_house,is_residential
3683,3683,12107,546747,3505-0142-0001-000,175.5859985,12072_29.300069_-94.7917212_0_148.22.jpg,Y9JX3NqKaKoPt4GB7YBSvw,12072,0.629395,411,505,387,2.895192784,0.363370341,24.65881903,-2.098809081,2.462179422,2.531822443,0.019186559,29.300069,-94.7917212,29.29987767,-94.79159169,2021,Not_at_edge,Y,T,11,Y,175.5859985,1889.991958,2.895192784,9.49866399,11,Y,1.50133601,1.50133601,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,32129.86329,58602.91558,66972.17746,61564.09027,67202.12235,Y
3684,3684,12114,546758,3510-0023-0010-000,120.961998,12115_29.2997297_-94.7785087_0_327.19.jpg,MRCK7sfNfbPOHAtZlfr2TQ,12115,0.775391,318,388,181,6.564723348,3.473439073,14.06883045,-0.039228345,3.512667418,3.091284275,-0.045672845,29.29972973,-94.77850868,29.29983316,-94.77859262,2013,Not_at_edge,Y,T,11,N,120.961998,1302.02411,6.564723348,21.53780626,11,N,0,-10.53780626,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3685,3685,12115,546759,3510-0022-1002-001,91.7410965,12116_29.3001417_-94.7804997_0_147.02.jpg,XGdEVfA_JNGwx6b8-g2t-w,12116,0.782715,422,360,193,5.211066208,2.705765925,17.42685132,0.279581509,2.426184416,2.505300283,0.027206741,29.3001417,-94.7804997,29.30000753,-94.78040619,2019,Not_at_edge,Y,T,11,N,91.7410965,987.4929443,5.211066208,17.09667391,11,N,0,-6.096673911,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3686,3686,12125,546779,4163-0000-0003-000,101.9150009,12126_29.299522_-94.7864711_0_341.51.jpg,nkH5GJFX6fnxDeItJJO6uw,12126,0.905762,615,510,251,4.020741199,1.515913938,11.37868297,-0.987569357,2.503483295,2.504827261,0.16049344,29.299522,-94.78647107,29.29962331,-94.78648999,2019,Not_at_edge,Y,T,11,N,101.9150009,1097.00394,4.020741199,13.19140813,11,N,0,-2.191408133,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3687,3687,12129,546787,3505-0141-0014-000,241.9199982,12130_29.2996693_-94.7906175_0_102.62.jpg,JbGzM8fLuv2i9yjInWbGdg,12130,0.918945,194,520,371,2.909937864,0.553450113,19.56270791,-1.854067082,2.407517195,2.356487751,-0.131124667,29.2996693,-94.7906175,29.29965359,-94.79041695,2019,Not_at_edge,Y,T,11,Y,241.9199982,2604.005189,2.909937864,9.547040236,11,Y,1.452959764,1.452959764,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,44268.08821,80742.29923,92273.35431,84822.1654,92590.16925,Y
3688,3688,12139,546803,3505-0017-0007-004,53.5125999,12128_29.2997119_-94.784402_0_222.13.jpg,eXvYkcRW3kwa0G25DjkqZA,12128,0.867676,445,535,343,3.350309081,0.88083262,15.16629937,-1.5965138,2.47734642,2.469476461,0.04323558,29.2997119,-94.784402,29.29961449,-94.78451162,2019,Not_at_edge,Y,T,11,Y,53.5125999,576.0048315,3.350309081,10.99182769,11,Y,0.008172306,0.008172306,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,9792.082135,17860.16198,20410.82642,18762.62663,20480.90575,Y
3689,3689,12142,546808,3505-0016-0014-001,104.2839966,12124_29.2996257_-94.7843707_0_101.83.jpg,Mv8ZZkHjlqQiYixB4TNN0A,12124,0.77832,394,345,165,5.318073843,2.833021257,16.16270184,0.428558443,2.404462814,2.485052586,0.007326672,29.2996257,-94.7843707,29.29959476,-94.78420813,2019,Not_at_edge,Y,T,11,N,104.2839966,1122.503597,5.318073843,17.44774883,11,N,0,-6.447748829,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3690,3690,12145,546820,3505-0017-0002-000,213.3070068,12146_29.2998297_-94.7853685_0_149.50.jpg,IuqdoWGNlMTZQgeHcbA40w,12146,0.612793,610,420,248,4.475700583,1.929833378,17.1230532,-0.424884353,2.354717731,2.545867205,0.156411241,29.29982968,-94.78536846,29.29968598,-94.78530376,2019,Not_at_edge,Y,T,11,N,213.3070068,2296.017512,4.475700583,14.68405703,11,N,0,-3.684057031,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3691,3691,12151,546828,5068-0000-0011-001,30.9372005,12152_29.2995799_-94.781834_0_252.29.jpg,hyUR_KXA__N9Lf6yaD8yPQ,12152,0.916992,470,503,320,3.698430431,1.073034418,15.92626108,-1.331144678,2.404179096,2.625396013,0.060285098,29.29957993,-94.78183404,29.29954455,-94.78199292,2019,Not_at_edge,Y,T,11,N,30.9372005,333.0052547,3.698430431,12.13395811,11,N,0,-1.133958107,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3692,3692,12161,546847,3505-0081-0005-000,130.4830017,12162_29.2996101_-94.7897973_0_162.17.jpg,a6n9Ie8x2qJFdu3VjeWCcA,12162,0.922363,508,562,386,3.725542228,1.385322253,16.59232612,-2.053071101,3.438393354,2.340219975,0.087002633,29.2996101,-94.7897973,29.29946415,-94.78975933,2016,Not_at_edge,Y,T,11,N,130.4830017,1404.507341,3.725542228,12.22290757,11,N,0,-1.222907572,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3693,3693,12171,546868,5068-0000-0008-000,149.3419952,12172_29.2996517_-94.7823473_0_164.26.jpg,TsTM__D2w9bsngkWFmmETg,12172,0.483887,322,516,307,3.735810945,1.112526605,13.93248922,-1.291815808,2.404342413,2.62328434,-0.042887357,29.29965171,-94.78234729,29.2995323,-94.78230251,2019,Not_at_edge,Y,T,11,N,149.3419952,1607.503858,3.735810945,12.25659759,11,N,0,-1.256597589,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3694,3694,12172,546870,5068-0000-0010-000,210.3789978,12173_29.299676_-94.7822453_0_148.94.jpg,Ys-S1Z0HvT5olxMuNnC3fQ,12173,0.314941,700,501,373,3.135469677,0.533076288,23.27752879,-1.871398447,2.404474735,2.602393389,0.217692155,29.29967604,-94.78224527,29.29947699,-94.7821689,2019,Not_at_edge,Y,T,11,Y,210.3789978,2264.500686,3.135469677,10.28697401,11,Y,0.713025994,0.713025994,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,38496.51166,70215.29481,80242.95613,73763.23694,80518.46543,Y
3695,3695,12175,546873,5068-0000-0006-000,157.378006,12176_29.2996042_-94.7825423_0_133.87.jpg,AVF2HqveKPP2o1FHuDlDCQ,12176,0.899414,595,490,306,3.91600934,1.285133276,15.98138817,-1.180487242,2.465620518,2.630876064,0.146182471,29.29960425,-94.78254232,29.29949025,-94.78244161,2019,Not_at_edge,Y,T,11,N,157.378006,1694.002758,3.91600934,12.84779967,11,N,0,-1.847799672,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3696,3696,12179,546882,3505-0081-0006-000,57.6927986,12177_29.2993267_-94.7892116_0_253.11.jpg,wgm48DRSeReKCWKDJRKPRw,12177,0.261475,360,667,585,-1.177194548,-3.596235466,35.48306863,-7.030717564,3.434482098,2.419040918,-0.016745259,29.2993267,-94.7892116,29.29922858,-94.78955923,2017,Not_at_edge,Y,T,11,Y,57.6927986,621.0001158,-1.177194548,-3.862186837,11,Y,14.86218684,14.86218684,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,14818.42079,27027.89784,30887.83472,28393.60339,30993.88622,Y
3697,3697,12180,546888,3505-0017-0014-000,174.9839935,12181_29.2993134_-94.7854691_0_89.74.jpg,ZIR8bOqhJRxn2TEUB0crWQ,12181,0.384033,372,665,415,2.517435373,0.054565967,11.68390241,-2.290882289,2.345448256,2.462869406,-0.007675522,29.2993134,-94.7854691,29.29931469,-94.78534885,2019,Not_at_edge,Y,T,11,Y,174.9839935,1883.51203,2.517435373,8.259302405,11,Y,2.740697595,2.740697595,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,33066.03914,60310.44337,68923.56252,63357.89854,69160.20737,Y
3698,3698,12195,546917,3505-0017-0010-000,130.5299988,12196_29.2990665_-94.7845935_0_328.72.jpg,ZSXWKLG7inVs5VZ8DC-FnQ,12196,0.68457,669,392,283,5.808216254,3.260607878,27.2144778,-0.167611202,3.42821908,2.547608376,0.196643086,29.2990665,-94.7845935,29.2992972,-94.78468936,2013,Not_at_edge,Y,T,11,N,130.5299988,1405.013214,5.808216254,19.0558276,11,N,0,-8.055827605,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3699,3699,12203,546932,3505-0017-0012-000,181.5339966,12206_29.2990133_-94.7848173_0_314.13.jpg,sdgHczknrkzA093BaP9APA,12206,0.894531,561,492,373,4.16128506,1.585014718,24.63287006,-1.859409673,3.444424391,2.576270342,0.122885645,29.29901331,-94.78481732,29.29918644,-94.78497629,2013,Not_at_edge,Y,T,11,N,181.5339966,1954.015677,4.16128506,13.65251004,11,N,0,-2.652510039,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3700,3700,12204,546933,3505-0081-0001-000,70.4676971,12205_29.2990676_-94.7904061_0_87.08.jpg,VhJWKmZG5olbwKq0Vdvx8g,12205,0.925781,114,510,334,3.268989678,0.9426223,16.9164799,-1.461597327,2.404219627,2.326367378,-0.186218698,29.2990676,-94.7904061,29.29910346,-94.79023686,2019,Not_at_edge,Y,T,11,Y,70.4676971,758.5079789,3.268989678,10.72503175,11,Y,0.274968248,0.274968248,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,12894.63564,23519.03079,26877.85561,24707.43512,26970.13909,Y
3701,3701,12213,546944,3505-0207-0013-000,309.9259949,12247_29.2987482_-94.7976296_0_358.38.jpg,ySkrm8m0mqr0a9cNx9A82w,12247,0.380615,251,492,390,2.622392343,0.318951057,28.64431987,-2.149419857,2.468370914,2.303441286,-0.092540205,29.2987482,-94.7976296,29.29900474,-94.79766513,2021,Not_at_edge,Y,T,11,Y,309.9259949,3336.015645,2.622392343,8.603649419,11,Y,2.396350581,2.396350581,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,57703.93977,105248.4749,120279.332,110566.6253,120692.3038,Y
3702,3702,12215,546948,3505-0145-0001-000,104.052002,12216_29.299136_-94.7952812_0_163.30.jpg,FgusAIlqOZmSPDxIOiqzXA,12216,0.560547,511,579,401,2.670358854,0.12711783,16.40841017,-2.223876995,2.350994825,2.543241024,0.088734081,29.299136,-94.7952812,29.298991,-94.79524719,2021,Not_at_edge,Y,T,11,Y,104.052002,1120.006428,2.670358854,8.761019862,11,Y,2.238980138,2.238980138,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,19240.85375,35094.14645,40106.04901,36867.43533,40243.75068,Y
3703,3703,12217,546950,1238-0000-0001-000,73.9971008,12218_29.2994295_-94.7796402_0_177.86.jpg,lPPvlPM2MQQlpdFTb5KGCA,12218,0.495117,435,580,355,4.250460426,1.708735029,12.99606866,-1.77624913,3.484984159,2.541725397,0.036268697,29.29942947,-94.77964024,29.29931222,-94.7796401,2013,Not_at_edge,Y,T,11,N,73.9971008,796.4981641,4.250460426,13.94508014,11,N,0,-2.945080138,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3704,3704,12227,546967,3505-0019-0004-002,114.6900024,12228_29.2993022_-94.7873085_0_134.07.jpg,pwHUebXkmwIHiH2_035f5A,12228,0.916504,702,499,296,3.746379677,1.244275871,14.68072972,-1.159998354,2.404274225,2.502103806,0.218690235,29.2993022,-94.7873085,29.29919163,-94.78722532,2019,Not_at_edge,Y,T,11,N,114.6900024,1234.512912,3.746379677,12.29127191,11,N,0,-1.291271906,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3705,3705,12232,546973,3510-0023-2001-002,105.7710037,12213_29.2991511_-94.7791955_0_87.73.jpg,u_trX-tLQeEZoRP8QaWmMA,12213,0.443848,145,392,224,5.2321066,2.394053612,17.55488121,-0.09666976,2.490723372,2.838052988,-0.164910259,29.2991511,-94.7791955,29.29918327,-94.77901858,2019,Not_at_edge,Y,T,11,N,105.7710037,1138.509609,5.2321066,17.16570407,11,N,0,-6.165704068,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3706,3706,12235,546977,3505-0019-0004-001,145.0690002,12250_29.2992552_-94.7875018_0_133.34.jpg,zLksnvNSLcIr4lBoZoFOqQ,12250,0.559082,210,485,304,3.775499419,1.266588048,16.1910152,-1.132763549,2.399351597,2.508911371,-0.120822826,29.2992552,-94.7875018,29.29916848,-94.7873677,2019,Not_at_edge,Y,T,11,N,145.0690002,1561.509722,3.775499419,12.38680912,11,N,0,-1.386809117,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3707,3707,12236,546978,5068-0000-0013-002,126.9990005,12210_29.2992822_-94.7817287_0_222.48.jpg,M7Djsr0724kOn_F1W9npLg,12210,0.534668,214,406,304,4.674571319,1.977945609,28.72172743,-0.437847333,2.415792942,2.69662571,-0.118071501,29.29928224,-94.7817287,29.29907185,-94.78190127,2019,Not_at_edge,Y,T,11,N,126.9990005,1367.005864,4.674571319,15.33652008,11,N,0,-4.336520075,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3708,3708,12251,547004,3510-0021-0003-000,175.6340027,12252_29.2993109_-94.783726_0_178.19.jpg,UYrbaHhP5wt_q-bhGhjdMg,12252,0.254395,106,538,340,3.399912041,0.813760918,14.96689373,-1.578893263,2.392654181,2.586151123,-0.191604272,29.29931094,-94.78372596,29.29917926,-94.78369186,2017,Not_at_edge,Y,T,11,N,175.6340027,1890.508671,3.399912041,11.15456706,11,N,0,-0.154567064,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3709,3709,12255,547010,5068-0000-0023-000,101.6829987,12256_29.298939_-94.7828667_0_55.91.jpg,f4DGTnhwqM01LgegHAyBJQ,12256,0.743652,306,344,108,5.492493068,2.74985448,12.39768114,0.345529233,2.404325247,2.742638588,-0.054025418,29.29893902,-94.78286672,29.29900662,-94.78276506,2019,Not_at_edge,Y,T,11,N,101.6829987,1094.506689,5.492493068,18.01999038,11,N,0,-7.019990381,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3710,3710,12259,547014,3510-0023-2014-001,74.4157028,12251_29.2989796_-94.7791372_0_58.85.jpg,gYyM56oGaDOpjyFsibLc-w,12251,0.81543,464,500,308,4.190716637,1.1786703,15.17571644,-1.22646104,2.40513134,3.012046337,0.05576505,29.2989796,-94.7791372,29.29904378,-94.77899923,2019,Not_at_edge,Y,T,11,N,74.4157028,801.0039585,4.190716637,13.74907033,11,N,0,-2.749070331,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3711,3711,12262,547018,3505-0083-0005-002,310.20401,12263_29.2990261_-94.7919525_0_166.11.jpg,3TewnNt29lkeEi6mRdB5yA,12263,0.865234,164,582,281,4.464861832,2.102778397,9.778367223,-1.335349121,3.438127518,2.362083435,-0.152323255,29.2990261,-94.7919525,29.29894466,-94.79191379,2018,Not_at_edge,Y,T,11,N,310.20401,3339.008175,4.464861832,14.64849682,11,N,0,-3.648496824,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3712,3712,12272,547038,3505-0019-0001-000,439.6180115,12273_29.2989272_-94.7878603_0_101.02.jpg,mmIzluGugu9oQydwFa9IDQ,12273,0.432617,215,440,258,5.341301842,2.910444184,16.09478088,-0.635767536,3.54621172,2.430857658,-0.117039288,29.29892721,-94.78786028,29.29891629,-94.78769509,2013,Not_at_edge,Y,T,11,N,439.6180115,4732.008893,5.341301842,17.52395617,11,N,0,-6.523956175,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3713,3713,12274,547042,5068-0000-0020-000,116.3150024,12230_29.2987698_-94.7821894_0_327.49.jpg,H0KvhRAltTdqs9Uv3RtLQQ,12230,0.340576,27,532,435,1.911968189,-0.713910145,30.90337681,-3.118242783,2.404332638,2.625878334,-0.243482809,29.29876982,-94.7821894,29.29896188,-94.78241997,2019,Not_at_edge,Y,T,11,Y,116.3150024,1252.004266,1.911968189,6.272861512,11,Y,4.727138488,4.727138488,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,23844.86429,43491.58153,49702.74751,45689.18841,49873.39886,Y
3714,3714,12278,547049,3510-0021-0001-001,225.6629944,12279_29.2988437_-94.7840979_0_58.07.jpg,sd6-9AEzY4VTL5-szUlG-w,12279,0.935059,211,383,211,4.923010218,2.416114199,17.03682041,0.011801588,2.404312611,2.506896019,-0.120135166,29.2988437,-94.7840979,29.29894004,-94.78396127,2019,Not_at_edge,Y,T,11,N,225.6629944,2429.016256,4.923010218,16.15160833,11,N,0,-5.151608327,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3715,3715,12280,547052,3505-0081-0014-000,205.0859985,12281_29.2985856_-94.790006_0_352.38.jpg,Coh8qrVVDJGOtwTAHZ7Ipw,12281,0.365479,235,516,420,2.047005405,-0.387202511,30.46760205,-2.79125,2.404047489,2.434207916,-0.10359743,29.2985856,-94.790006,29.29885282,-94.7900795,2019,Not_at_edge,Y,T,11,Y,205.0859985,2207.527316,2.047005405,6.715896998,11,Y,4.284103002,4.284103002,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,41309.62919,75346.25001,86106.67876,79153.45663,86402.3208,Y
3716,3716,12297,547075,3510-0020-1007-001,124.026001,12298_29.2988437_-94.7840979_0_238.07.jpg,sd6-9AEzY4VTL5-szUlG-w,12298,0.875488,375,375,148,4.991691472,2.484795453,12.81609144,0.080482842,2.404312611,2.506896019,-0.005582395,29.29884368,-94.78409786,29.29878198,-94.78420942,2019,Not_at_edge,Y,T,11,N,124.026001,1335.004764,4.991691472,16.37694052,11,N,0,-5.376940525,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3717,3717,12304,547085,3505-0019-0014-001,228.6809998,12305_29.2986334_-94.7877593_0_57.71.jpg,vL8pdRWCE6aZhnAotloPKw,12305,0.912598,508,469,299,4.883173464,2.371498583,17.07752587,-1.020935299,3.392433882,2.511674881,0.087002633,29.2986334,-94.7877593,29.29870408,-94.78760311,2013,Not_at_edge,Y,T,11,N,228.6809998,2461.501796,4.883173464,16.02091031,11,N,0,-5.020910315,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3718,3718,12305,547086,3510-0022-2007-019,134.7079926,12306_29.2988462_-94.7803784_0_268.83.jpg,IRkhU7_ALld5VJwxrfYvHQ,12306,0.894043,167,346,150,5.365686849,2.822904304,15.01133737,0.393570617,2.429333687,2.542782545,-0.149936522,29.2988462,-94.7803784,29.29882324,-94.78053067,2021,Not_at_edge,Y,T,11,N,134.7079926,1449.984765,5.365686849,17.60395948,11,N,0,-6.603959478,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3719,3719,12321,547111,3510-0022-2001-003,145.2550049,12323_29.298983_-94.7813113_0_193.43.jpg,DYiKnZ1JhRDC0l7zIBrLpA,12323,0.27124,340,505,369,3.189425166,0.64511555,21.40090445,-1.821025197,2.466140747,2.544309616,-0.029995951,29.29898297,-94.7813113,29.29879391,-94.78135601,2019,Not_at_edge,Y,T,11,Y,145.2550049,1563.51186,3.189425166,10.46399333,11,Y,0.536006673,0.536006673,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,26579.70163,48479.75843,55403.30122,50929.41527,55593.52508,Y
3720,3720,12322,547112,3510-0022-2002-000,132.2949982,12322_29.2989551_-94.7814213_0_132.87.jpg,OhIF3gpt5OMfCSWB_9PqPQ,12322,0.805176,165,312,188,6.079615122,3.556912666,23.54267982,1.153043991,2.403868675,2.522702456,-0.151300582,29.2989551,-94.7814213,29.29883571,-94.78122089,2019,Not_at_edge,Y,T,11,N,132.2949982,1424.011509,6.079615122,19.94624384,11,N,0,-8.946243839,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3721,3721,12324,547115,3505-0020-0003-000,358.1900024,12325_29.2989462_-94.7886805_0_148.37.jpg,gQtFOSo4le2y3BpaS4KqEg,12325,0.913086,671,476,282,3.882629346,1.437977504,15.29368396,-0.962683726,2.40066123,2.444651842,0.197649542,29.2989462,-94.7886805,29.2988168,-94.78862587,2019,Not_at_edge,Y,T,11,N,358.1900024,3855.525098,3.882629346,12.73828526,11,N,0,-1.738285256,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3722,3722,12327,547118,3510-0020-1008-002,77.5740967,12328_29.2986713_-94.7840402_0_253.28.jpg,av1o_MAIjSEhNX9tnlqFZw,12328,0.836914,361,375,161,5.022095372,2.450524737,13.59602468,0.075890233,2.374634504,2.571570635,-0.015350139,29.2986713,-94.7840402,29.29863421,-94.78417359,2019,Not_at_edge,Y,T,11,N,77.5740967,835.0006275,5.022095372,16.47669085,11,N,0,-5.476690853,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3723,3723,12354,547157,3510-0022-2001-002,111.8089981,12355_29.2984877_-94.7814579_0_72.93.jpg,yocwwb9AcfnJBk4qGHnXDw,12355,0.359619,120,366,140,5.334979388,2.566360327,13.14572933,0.162399861,2.403960466,2.768619061,-0.181497782,29.2984877,-94.7814579,29.29854241,-94.78133785,2019,Not_at_edge,Y,T,11,N,111.8089981,1203.502039,5.334979388,17.50321322,11,N,0,-6.503213215,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3724,3724,12367,547173,3510-0021-0014-000,191.7070007,12368_29.2983684_-94.7836579_0_312.67.jpg,aNMZcAotvj3aRI-tUJPCrA,12368,0.285645,358,502,312,3.806386291,1.14341551,15.31413168,-1.26073736,2.40415287,2.662970781,-0.018140314,29.2983684,-94.7836579,29.29846019,-94.78377571,2019,Not_at_edge,Y,T,11,N,191.7070007,2063.516982,3.806386291,12.488144,11,N,0,-1.488143999,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3725,3725,12378,547197,3505-0146-0010-003,72.9745026,12379_29.2980764_-94.7956241_0_327.30.jpg,MGAQkY2fbeVTPTpzy-_UtQ,12379,0.868652,709,524,359,4.097709209,1.720577985,18.19084964,-1.732927293,3.453505278,2.377131224,0.223339682,29.29807638,-94.79562412,29.29823069,-94.79568786,2013,Not_at_edge,Y,T,11,N,72.9745026,785.4910087,4.097709209,13.44392785,11,N,0,-2.443927851,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3726,3726,12380,547199,3510-0020-1008-001,136.4290009,12384_29.2982249_-94.7841952_0_12.67.jpg,jpmdFTdjT5KmH9_GuGmoSA,12384,0.384766,720,368,202,5.226730078,2.596980303,18.00057253,0.195659369,2.401320934,2.629749775,0.230295935,29.2982249,-94.7841952,29.29837103,-94.78411437,2019,Not_at_edge,Y,T,11,N,136.4290009,1468.509544,5.226730078,17.14806456,11,N,0,-6.14806456,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3727,3727,12384,547203,3510-0022-2014-002,121.8430023,12373_29.2984034_-94.7814297_0_73.44.jpg,N1vOWi27FiaFE7sXbAXb-A,12373,0.459229,699,544,384,3.150733577,0.37422763,18.61935416,-2.030004872,2.404232502,2.776505947,0.217026865,29.2984034,-94.7814297,29.29841548,-94.78123856,2019,Not_at_edge,Y,T,11,Y,121.8430023,1311.507162,3.150733577,10.33705242,11,Y,0.662947582,0.662947582,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,22295.62175,40665.85741,46473.47307,42720.68192,46633.03691,Y
3728,3728,12385,547205,3505-0083-0010-000,212.4250031,12383_29.2980983_-94.7919676_0_13.33.jpg,YltnN8nd5OkO8ZDE_ofo_g,12383,0.89209,482,454,321,3.593607492,1.296544857,21.9253621,-1.083679848,2.380224705,2.297062635,0.068623723,29.2980983,-94.7919676,29.2982872,-94.79190064,2019,Not_at_edge,Y,T,11,N,212.4250031,2286.523704,3.593607492,11.79005083,11,N,0,-0.790050827,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,0,0,0,0,0,Y
3729,3729,12391,547212,3505-0147-0008-001,91.4171982,12392_29.2982445_-94.7964776_0_282.65.jpg,pQQ8Ng0duLa9cL-lFeXLoQ,12392,0.708008,92,551,322,3.283197462,0.914684116,12.96410808,-1.489254654,2.40393877,2.368513346,-0.200666468,29.2982445,-94.7964776,29.29824685,-94.79661101,2019,Not_at_edge,Y,T,11,Y,91.4171982,984.006532,3.283197462,10.77164522,11,Y,0.228354783,0.228354783,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,16728.11104,30511.05666,34868.43412,32052.7644,34988.15276,Y
3730,3730,12398,547224,3510-0020-0008-001,89.1863022,12399_29.2983283_-94.7851446_0_268.17.jpg,DPPCWzyo2wcqr2UYov66oQ,12399,0.750977,523,546,369,3.053499473,0.532548202,16.60769488,-1.868520009,2.401068211,2.520951271,0.097035409,29.29832834,-94.78514457,29.29833809,-94.78531514,2019,Not_at_edge,Y,T,11,Y,89.1863022,959.9933673,3.053499473,10.01804289,11,Y,0.98195711,0.98195711,0.838,1.1,207.1,124.9,88.8,121.1,89.9,112.7,72.5,114,156,16319.88724,29766.48129,34017.52366,31270.56603,34134.32075,Y
