FID,FID_1,OBJECTID,Parcel_ID,area_m2,image,panoId,EC_id,confidence,col,bottom_row,top_row,FFE_gsv_m,delta_h,distance,sink_dista,camera_h,camera_dem,phi,pano_lat,pano_lon,target_lat,target_lon,image_date,edge,is_lowest_,SFHA_TF,STATIC_BFE,Under_fld
4171,13455,548597,3510-0015-2008-000,177.7709961,13444_29.2944785_-94.7964602_0_253.11.jpg,aUI3vLs-AQuZZ6veIGNrHg,13444,0.915527000000000,493,715,416,3.624713197000000,1.060655132000000,9.758151692000000,-2.254045471000000,3.314700603000000,2.564058065000000,0.076259148000000,29.294478500000000,-94.796460199999999,29.294459410000002,-94.796558239999996,2013,Not_at_edge,Y,T,11.000000000000000,N
4172,13458,548600,3510-0069-1001-001,106.7470016,13459_29.2944416_-94.7863435_0_72.63.jpg,VHvFfbLEatHrvhel45l8qA,13459,0.651855000000000,409,519,333,4.885389805000000,2.109345913000000,15.643348059999999,-1.473390341000000,3.582736254000000,2.776043892000000,0.017791557000000,29.294441599999999,-94.786343500000001,29.294481330000000,-94.786189010000001,2013,Not_at_edge,Y,T,11.000000000000000,N
4173,13460,548602,3510-0043-3014-000,167.5039978,13394_29.2945795_-94.7888302_0_101.28.jpg,z3_7l0WsbVXVkFH5DU_mQA,13394,0.912109000000000,443,452,287,4.397081548000000,1.509877616000000,17.646480250000000,-0.836608237000000,2.346485853000000,2.887203932000000,0.041146086000000,29.294579519999999,-94.788830239999996,29.294541980000002,-94.788653740000001,2019,Not_at_edge,Y,T,11.000000000000000,N
4174,13476,548619,3510-0069-0007-002,106.2809982,13477_29.2944416_-94.7863435_0_252.63.jpg,VHvFfbLEatHrvhel45l8qA,13477,0.302979000000000,451,589,304,4.891483801000000,2.115439909000000,10.218890940000000,-1.467296345000000,3.582736254000000,2.776043892000000,0.046717757000000,29.294441580000001,-94.786343520000003,29.294418199999999,-94.786445250000000,2013,Not_at_edge,Y,T,11.000000000000000,N
4175,13485,548629,3510-0014-3006-000,154.2660065,13486_29.2946071_-94.7980506_0_164.15.jpg,t6HRFjhGxAhDvcfnU7-_wg,13486,0.921875000000000,420,534,353,4.255438816000000,1.842288029000000,16.078049849999999,-1.693535793000000,3.535823822000000,2.413150787000000,0.025114955000000,29.294607090000000,-94.798050559999993,29.294466600000000,-94.798009379999996,2013,Not_at_edge,Y,T,11.000000000000000,N
4176,13488,548632,3510-0069-0003-000,228.5420074,13489_29.2946287_-94.7871481_0_178.44.jpg,XT7QaaBRSTWHjQZ9JKGPeA,13489,0.588867000000000,359,359,198,5.562393830000000,2.760857747000000,18.072292699999998,0.302614139000000,2.458243608000000,2.801536083000000,-0.017094029000000,29.294628700000001,-94.787148099999996,29.294465809999998,-94.787139859999996,2019,Not_at_edge,Y,T,11.000000000000000,N
4177,13497,548641,3505-0097-0012-002,59.7835007,13517_29.2938197_-94.8082478_0_11.41.jpg,xlV0ZWvUc3b1HD2SSAKjog,13517,0.843750000000000,417,541,379,3.818734958000000,1.478883340000000,17.962793460000000,-1.979870246000000,3.458753586000000,2.339851618000000,0.023022949000000,29.293819700000000,-94.808247800000004,29.293977779999999,-94.808207060000001,2013,Not_at_edge,Y,T,11.000000000000000,N
4178,13499,548643,3510-0069-1014-000,151.0599976,13475_29.2942657_-94.7862834_0_56.84.jpg,9cBtLcj_jopRdyJyR_43oA,13475,0.803223000000000,581,417,226,5.885754628000000,3.103361172000000,15.375410700000000,-0.350734907000000,3.454096079000000,2.782393456000000,0.136949522000000,29.294265700000000,-94.786283400000002,29.294325010000001,-94.786140349999997,2013,Not_at_edge,Y,T,11.000000000000000,N
4179,13500,548644,3510-0013-1010-000,169.3170013,13501_29.2939374_-94.8004599_0_342.55.jpg,eoqIaSG91SS3xHs6CsBTAA,13501,0.847656000000000,542,573,391,3.751753242000000,1.370734127000000,16.082137629999998,-2.119229404000000,3.489963531000000,2.381019115000000,0.110151039000000,29.293937400000001,-94.800459900000007,29.294079759999999,-94.800491879999996,2013,Not_at_edge,Y,T,11.000000000000000,N
4180,13506,548650,3510-0013-1014-002,58.5285988,13538_29.2939687_-94.8012561_0_42.27.jpg,GHgglihDNNfiiNInlgFMLg,13538,0.439697000000000,76,601,321,4.229669103000000,1.831986913000000,10.625765469999999,-1.580497733000000,3.412484646000000,2.397682190000000,-0.211030523000000,29.293968750000001,-94.801256140000007,29.294051620000001,-94.801201160000005,2013,Not_at_edge,Y,T,11.000000000000000,N
4181,13510,548654,3510-0014-2007-004,56.1138992,13511_29.2941126_-94.7987517_0_252.55.jpg,uu_0WZjGh9e196vCc1NscQ,13511,0.570312000000000,360,690,510,2.627756293000000,-0.029276197000000,16.254647200000001,-3.470278089000000,3.441001892000000,2.657032490000000,-0.016047707000000,29.294112599999998,-94.798751699999997,29.294066380000000,-94.798910469999996,2013,Not_at_edge,Y,T,11.000000000000000,Y
4182,13520,548664,3510-0069-1010-000,123.8389969,13516_29.2941221_-94.785373_0_314.03.jpg,x1vHo78ezozHqHq5OZMHcg,13516,0.916992000000000,408,338,186,6.053948372000000,2.989390343000000,19.142292370000000,0.614337652000000,2.375052691000000,3.064558029000000,0.017094029000000,29.294122089999998,-94.785373039999996,29.294244230000000,-94.785512330000003,2019,Not_at_edge,Y,T,11.000000000000000,N
4183,13521,548665,3510-0013-0001-005,101.3570023,13522_29.2939946_-94.8024533_0_72.77.jpg,viFgyU5Mo0my6xONmWw7Yg,13522,0.921387000000000,432,467,205,4.338129438000000,1.865089573000000,11.152896990000000,-0.645555578000000,2.510645151000000,2.473039865000000,0.034178074000000,29.293994600000001,-94.802453299999996,29.294021099999998,-94.802342569999993,2019,Not_at_edge,Y,T,11.000000000000000,N
4184,13525,548669,6319-0000-0001-001,222.9680023,13554_29.2942046_-94.7875103_0_283.42.jpg,4fTbV3aWeRCJkDp3Otmd5A,13554,0.651367000000000,612,283,178,7.137141057000000,4.353942939000000,28.055147739999999,1.933332273000000,2.420610666000000,2.783198118000000,0.157772565000000,29.294204629999999,-94.787510330000003,29.294301330000000,-94.787777180000006,2019,Not_at_edge,Y,T,11.000000000000000,N
4185,13532,548677,3505-0097-0014-001,70.9321976,13527_29.2937909_-94.8083493_0_310.76.jpg,q2jBUlD2ej3BSq3pcVqHBQ,13527,0.908203000000000,364,529,345,4.164564498000000,1.832881578000000,15.812325919999999,-1.610757462000000,3.443639040000000,2.331682920000000,-0.013257349000000,29.293790900000001,-94.808349300000003,29.293882600000000,-94.808473969999994,2013,Not_at_edge,Y,T,11.000000000000000,N
4186,13533,548678,3510-0014-2007-001,31.5876999,13534_29.2940221_-94.7987205_0_282.53.jpg,UoMKla-_q6N3Gyc0H1G1_w,13534,0.507812000000000,141,716,370,4.172944602000000,1.512976941000000,8.527638000000000,-1.953726474000000,3.466703415000000,2.659967661000000,-0.167624769000000,29.294022110000000,-94.798720480000000,29.294026039999999,-94.798808129999998,2013,Not_at_edge,Y,T,11.000000000000000,N
4187,13538,548683,3510-0069-1012-000,131.6439972,13539_29.2940514_-94.7856706_0_328.02.jpg,ak0D5PJ7aOdvackjZhdQXQ,13539,0.934570000000000,404,472,310,4.294564657000000,1.301966600000000,17.959781750000001,-1.102719851000000,2.404686451000000,2.992598057000000,0.013954960000000,29.294051419999999,-94.785670589999995,29.294190050000001,-94.785766289999998,2019,Not_at_edge,Y,T,11.000000000000000,N
4188,13542,548687,3505-0035-0014-000,42.5960999,13543_29.2938992_-94.8061631_0_88.86.jpg,KX8KSrICWeO6wNoOorayeQ,13543,0.903320000000000,429,286,25,5.539521332000000,3.212744351000000,11.194889529999999,0.765152093000000,2.447592258000000,2.326776981000000,0.031738638000000,29.293899199999998,-94.806163100000006,29.293897999999999,-94.806047890000002,2017,Not_at_edge,Y,T,11.000000000000000,N
4189,13545,548690,3510-0069-1013-000,150.4100037,13546_29.2939971_-94.7858652_0_356.66.jpg,mzVe3w8pUR3LdB4iu2tC8g,13546,0.917480000000000,302,523,363,3.574482843000000,0.639349863000000,18.098491859999999,-1.765219286000000,2.404569149000000,2.935132980000000,-0.056460595000000,29.293997070000000,-94.785865160000000,29.294159279999999,-94.785886489999996,2019,Not_at_edge,Y,T,11.000000000000000,N
4190,13558,548703,3505-0098-0008-002,113.6679993,13559_29.2936439_-94.8088875_0_356.65.jpg,2FqN0q8eLgBNz8naQBREMw,13559,0.798340000000000,396,477,299,3.638887248000000,1.332680068000000,16.344527209999999,-1.072018781000000,2.404698849000000,2.306207180000000,0.009070903000000,29.293643899999999,-94.808887499999997,29.293791179999999,-94.808895809999996,2019,Not_at_edge,Y,T,11.000000000000000,N
4191,13560,548705,3505-0098-0009-001,164.2530060,13508_29.2935767_-94.8090782_0_5.97.jpg,UEZWioHwXb_URsnxd3SMag,13508,0.398438000000000,371,403,294,4.349395902000000,2.035218866000000,26.448466560000000,-0.369088976000000,2.404307842000000,2.314177036000000,-0.009070903000000,29.293576649999999,-94.809078159999999,29.293814189999999,-94.809052309999998,2019,Not_at_edge,Y,T,11.000000000000000,N
4192,13568,548713,3505-0035-0009-002,144.5119934,13569_29.2936627_-94.8052741_0_356.12.jpg,7AWR6jH9CMnhPQj7IEkm4Q,13569,0.763672000000000,69,611,412,3.499638099000000,1.099289913000000,14.965907750000000,-2.315628987000000,3.414918900000000,2.400348186000000,-0.215695800000000,29.293662680000001,-94.805274060000002,29.293792320000001,-94.805317130000006,2013,Not_at_edge,Y,T,11.000000000000000,N
4193,13570,548715,3505-0035-0010-001,97.4087982,13571_29.2936337_-94.8053793_0_326.54.jpg,tJr-qKbhfamSBJwIY5xB4A,13571,0.781738000000000,432,500,335,4.395425646000000,1.980548231000000,17.748994239999998,-1.435854586000000,3.416402817000000,2.414877415000000,0.033481133000000,29.293633700000001,-94.805379279999997,29.293770169999998,-94.805474840000002,2013,Not_at_edge,Y,T,11.000000000000000,N
4194,13577,548723,3510-0014-3009-000,140.3300018,13597_29.2936517_-94.7980178_0_14.90.jpg,#NAME?,13597,0.259766000000000,708,433,360,3.695344741000000,1.076864059000000,40.857952959999999,-1.390408223000000,2.467272282000000,2.618480682000000,0.222344191000000,29.293651700000002,-94.798017799999997,29.293978249999999,-94.797822719999999,2021,Not_at_edge,Y,T,11.000000000000000,N
4195,13579,548725,3510-0013-0010-000,164.6250000,13580_29.2936622_-94.8016195_0_343.56.jpg,ftJZEdwg2zUTai7FniJO7g,13580,0.791016000000000,429,555,375,3.890563883000000,1.461320795000000,16.170411909999999,-1.928502165000000,3.389822960000000,2.429243088000000,0.031738638000000,29.293662200000000,-94.801619500000001,29.293803359999998,-94.801661510000002,2013,Not_at_edge,Y,T,11.000000000000000,N
4196,13582,548728,3510-0013-0011-000,149.2489929,13583_29.2936374_-94.8017196_0_328.34.jpg,KWoB67_PbcrZTZW8TBTYtw,13583,0.950684000000000,659,514,370,3.996377185000000,1.564760163000000,20.572757010000000,-1.832640693000000,3.397400856000000,2.431617022000000,0.189922635000000,29.293637420000000,-94.801719620000000,29.293810950000001,-94.801794729999997,2013,Not_at_edge,Y,T,11.000000000000000,N
4197,13586,548732,3510-0014-2001-001,212.7489929,13587_29.2937729_-94.7999381_0_72.80.jpg,AKuOk4qsk9j-0z_jBBBgkw,13587,0.900391000000000,210,504,335,3.546360365000000,1.081691376000000,17.339950699999999,-1.453431734000000,2.535123110000000,2.464668989000000,-0.120479010000000,29.293772900000000,-94.799938060000002,29.293836790000000,-94.799775159999996,2021,Not_at_edge,Y,T,11.000000000000000,N
4198,13601,548749,3510-0014-3014-000,79.8962021,13602_29.2937596_-94.7986414_0_89.31.jpg,PSb4AYEm5s01tN1qGiE4-A,13602,0.498047000000000,280,474,270,5.132674142000000,2.542952224000000,14.297610049999999,-0.895588235000000,3.438540459000000,2.589721918000000,-0.071748640000000,29.293759600000001,-94.798641399999994,29.293770400000000,-94.798494759999997,2013,Not_at_edge,Y,T,11.000000000000000,N
4199,13603,548751,3510-0012-1001-000,62.2452011,13604_29.2936223_-94.803603_0_59.40.jpg,ja72NCjSQz70JCqElNf1Dg,13604,0.747559000000000,141,440,248,5.126477279000000,2.799435891000000,15.367520000000001,-0.592086040000000,3.391521931000000,2.327041388000000,-0.167624769000000,29.293622299999999,-94.803602999999995,29.293711800000001,-94.803482200000005,2013,Not_at_edge,Y,T,11.000000000000000,N
4200,13605,548753,3510-0014-3012-000,117.8479996,13606_29.2936275_-94.7981181_0_344.43.jpg,3qsajTCNS4-SwdbCGCDB6w,13606,0.543945000000000,145,477,318,3.908124164000000,1.274833873000000,18.432654769999999,-1.192623660000000,2.467457533000000,2.633290291000000,-0.164910259000000,29.293627499999999,-94.798118099999996,29.293778190000001,-94.798198330000005,2021,Not_at_edge,Y,T,11.000000000000000,N
4201,13608,548756,3510-0014-2001-004,87.7931976,13609_29.2936845_-94.7999068_0_58.00.jpg,dPaWV2v5_xhpVmqRxqCjRg,13609,0.285645000000000,514,530,402,2.648608673000000,0.189063776000000,23.001148270000002,-2.333698999000000,2.522762775000000,2.459544897000000,0.090464463000000,29.293684500000001,-94.799906800000002,29.293778119999999,-94.799695529999994,2021,Not_at_edge,Y,T,11.000000000000000,Y
4202,13611,548759,3505-0037-0004-001,144.4649963,13612_29.2938975_-94.807953_0_163.57.jpg,IhllK9aYJyIrw99tNx4sfA,13612,0.535156000000000,603,522,340,4.371254608000000,2.072951719000000,16.171922960000000,-1.539231852000000,3.612183571000000,2.298302889000000,0.152323255000000,29.293897529999999,-94.807953040000001,29.293752940000001,-94.807930729999995,2013,Not_at_edge,Y,T,11.000000000000000,N
4203,13617,548765,4114-0000-0006-002,147.5760040,13618_29.2939155_-94.7970171_0_147.75.jpg,Lj7G6kcALHC9cvTuKWyZfw,13618,0.308594000000000,701,575,289,3.736219955000000,1.093705726000000,10.456023510000000,-1.360455680000000,2.454161406000000,2.642514229000000,0.218357250000000,29.293915460000001,-94.797017109999999,29.293826670000001,-94.796980759999997,2019,Not_at_edge,Y,T,11.000000000000000,N
4204,13619,548767,3510-0012-1008-003,186.8289948,13648_29.2936507_-94.8023384_0_283.04.jpg,NllXWn3bpGOGUzzNcy85Dg,13648,0.366455000000000,371,455,343,3.591271153000000,1.099502316000000,25.976201660000001,-1.304996023000000,2.404498339000000,2.491768837000000,-0.009070903000000,29.293650700000001,-94.802338399999996,29.293701500000001,-94.802599389999997,2019,Not_at_edge,Y,T,11.000000000000000,N
4205,13622,548770,3505-0037-0002-001,97.5469971,13629_29.2937909_-94.8083493_0_130.76.jpg,q2jBUlD2ej3BSq3pcVqHBQ,13629,0.315918000000000,261,379,253,5.839774850000000,3.508091930000000,23.173221959999999,0.064452890000000,3.443639040000000,2.331682920000000,-0.085271195000000,29.293790900000001,-94.808349289999995,29.293668380000000,-94.808156030000006,2013,Not_at_edge,Y,T,11.000000000000000,N
4206,13634,548782,3510-0012-0002-000,149.4369965,13635_29.2938488_-94.8046053_0_163.92.jpg,l_Hrf583ovASjaXXluf4Yw,13635,0.580078000000000,220,503,343,4.295940012000000,1.918212742000000,18.300530819999999,-1.522497564000000,3.440710306000000,2.377727270000000,-0.113596781000000,29.293848799999999,-94.804605300000006,29.293696359999998,-94.804532949999995,2013,Not_at_edge,Y,T,11.000000000000000,N
4207,13636,548784,3510-0012-1014-001,100.4280014,13624_29.2935302_-94.8035768_0_75.14.jpg,VJoAQMVK2UAsHWGCsZwLQw,13624,0.802734000000000,379,626,440,3.134626305000000,0.790293848000000,15.640949350000000,-2.652089203000000,3.442383051000000,2.344332457000000,-0.003139818000000,29.293530199999999,-94.803576800000002,29.293566819999999,-94.803421340000000,2013,Not_at_edge,Y,T,11.000000000000000,Y
4208,13638,548786,3510-0012-0001-001,146.8800049,13639_29.293559_-94.8048384_0_56.90.jpg,_QBYqlvdfVEetOtnepey3g,13639,0.271484000000000,559,413,232,4.589780551000000,2.134594899000000,16.192371770000001,-0.325249452000000,2.459844351000000,2.455185652000000,0.121510900000000,29.293558999999998,-94.804838399999994,29.293623360000002,-94.804688790000000,2019,Not_at_edge,Y,T,11.000000000000000,N
4209,13645,548795,3505-0099-0008-000,269.4209900,13646_29.2932877_-94.8102399_0_356.66.jpg,VoJcS9eitSq1jkiD5A_M9w,13646,0.897461000000000,375,528,341,3.163384991000000,0.834480362000000,15.641115970000000,-1.571609659000000,2.406090021000000,2.328904629000000,-0.005582395000000,29.293287700000000,-94.810239899999999,29.293428530000000,-94.810250179999997,2019,Not_at_edge,Y,T,11.000000000000000,Y
4210,13659,548809,3505-0038-0006-001,110.8339996,13660_29.2936138_-94.8089826_0_142.09.jpg,ACqeUT0pMDJPiLtlDAkR9A,13660,0.904297000000000,673,507,235,3.815489128000000,1.482915237000000,10.951918400000000,-0.921365664000000,2.404280901000000,2.332573891000000,0.199326066000000,29.293613780000001,-94.808982580000006,29.293525349999999,-94.808932299999995,2019,Not_at_edge,Y,T,11.000000000000000,N
4211,13660,548810,3510-0013-3003-001,168.2510071,13661_29.293868_-94.8007697_0_165.15.jpg,9fHwXJyDN1deXqdZiMJqbA,13661,0.621094000000000,236,386,226,5.979425607000000,3.460288463000000,18.278632340000001,-0.025378289000000,3.485666752000000,2.519137144000000,-0.102561902000000,29.293868040000000,-94.800769660000000,29.293713799999999,-94.800703080000005,2013,Not_at_edge,Y,T,11.000000000000000,N
4212,13664,548814,6319-0000-0007-001,123.5609970,13679_29.2935449_-94.7875973_0_0.58.jpg,g1kFaZyZKVZguhWehgcu4Q,13679,0.402832000000000,499,267,102,6.592311514000000,3.831520451000000,17.688714239999999,1.427153004000000,2.404367447000000,2.760791063000000,0.080420472000000,29.293544900000001,-94.787597300000002,29.293703829999998,-94.787580840000004,2019,Not_at_edge,Y,T,11.000000000000000,N
4213,13665,548815,3510-0013-3008-000,79.1997986,13666_29.2935967_-94.7998765_0_238.29.jpg,t52P3XUJs1BjqPVs-TqMgA,13666,0.334229000000000,424,520,314,3.577593428000000,1.110930783000000,14.128017059999999,-1.340196269000000,2.451127052000000,2.466662645000000,0.028252546000000,29.293596699999998,-94.799876499999996,29.293532790000000,-94.800002309999996,2021,Not_at_edge,Y,T,11.000000000000000,N
4214,13674,548824,3505-0038-0004-001,144.6970062,13675_29.2935767_-94.8090782_0_185.97.jpg,UEZWioHwXb_URsnxd3SMag,13675,0.922363000000000,100,517,277,3.585069294000000,1.270892258000000,12.356607609999999,-1.133415584000000,2.404307842000000,2.314177036000000,-0.195300518000000,29.293576649999999,-94.809078159999999,29.293465630000000,-94.809066590000000,2019,Not_at_edge,Y,T,11.000000000000000,N
4215,13677,548827,3510-0012-0001-002,103.1220016,13678_29.2933873_-94.8047817_0_59.58.jpg,OjDL5F_c6HSbNo3vQf8hZg,13678,0.592773000000000,548,414,249,4.343313338000000,1.931850793000000,17.747318940000000,-0.369095204000000,2.300945997000000,2.411462545000000,0.114285502000000,29.293387299999999,-94.804781700000007,29.293452100000000,-94.804614670000007,2019,Not_at_edge,Y,T,11.000000000000000,N
4216,13687,548837,6319-0000-0007-002,105.1200027,13688_29.2934941_-94.787793_0_356.33.jpg,510w1_Hccc4cplq4lsfeKA,13688,0.847656000000000,216,539,309,3.712901706000000,0.932998771000000,12.734840660000000,-1.376866942000000,2.309865713000000,2.779902935000000,-0.116351007000000,29.293494089999999,-94.787793019999995,29.293607120000001,-94.787816539999994,2019,Not_at_edge,Y,T,11.000000000000000,N
4217,13698,548848,3505-0038-0001-000,241.8280029,13699_29.2932804_-94.8097247_0_58.12.jpg,bDSIjgolwUDioqSzOxCrQg,13699,0.634277000000000,362,510,306,3.417721078000000,1.089562223000000,14.262355749999999,-1.263773873000000,2.353336096000000,2.328158855000000,-0.014652557000000,29.293280400000000,-94.809724700000004,29.293349950000000,-94.809601200000003,2020,Not_at_edge,Y,T,11.000000000000000,N
4218,13701,548851,3510-0068-1001-004,81.9403992,13702_29.2934094_-94.788079_0_341.08.jpg,8b5HgCNnlhZwqUoMEf_fgw,13702,0.899902000000000,420,577,393,2.989432081000000,0.219774708000000,15.816063630000000,-2.140323416000000,2.360098124000000,2.769657373000000,0.025463602000000,29.293409409999999,-94.788078960000007,29.293545529999999,-94.788127799999998,2019,Not_at_edge,Y,T,11.000000000000000,Y
4219,13704,548854,3510-0039-1004-001,88.7228012,13705_29.2936517_-94.7980178_0_164.90.jpg,#NAME?,13705,0.687500000000000,351,511,304,3.836521906000000,1.218041224000000,13.990081719999999,-1.249231058000000,2.467272282000000,2.618480682000000,-0.022325568000000,29.293651749999999,-94.798017830000006,29.293530650000001,-94.797977230000001,2021,Not_at_edge,Y,T,11.000000000000000,N
4220,13706,548856,3510-0068-1001-006,151.2480011,13707_29.2933819_-94.7881751_0_342.27.jpg,PCobGNlDkulwNvapevHDUA,13707,0.559570000000000,265,537,385,3.126847430000000,0.347768708000000,19.204265660000001,-2.056703643000000,2.404472351000000,2.779078722000000,-0.082153321000000,29.293381900000000,-94.788175100000004,29.293542039999998,-94.788250540000007,2019,Not_at_edge,Y,T,11.000000000000000,Y
4221,13716,548866,3510-0013-2007-002,145.9519958,13717_29.2933897_-94.8010164_0_266.81.jpg,XACuxom9E9GKq9fuMmDORw,13717,0.651855000000000,405,408,234,5.668122598000000,3.071360895000000,16.721419510000000,-0.280000618000000,3.351361513000000,2.596761703000000,0.014652557000000,29.293389650000002,-94.801016379999993,29.293383460000001,-94.801188330000002,2013,Not_at_edge,Y,T,11.000000000000000,N
4222,13717,548867,3505-0037-0008-002,205.4559937,13718_29.2930936_-94.8073584_0_328.92.jpg,3Z4cVIpvGV_OxOhVhQms3w,13718,0.941895000000000,363,415,265,4.310146609000000,1.972136536000000,19.396659920000001,-0.433060846000000,2.405197382000000,2.338010073000000,-0.013954960000000,29.293093599999999,-94.807358399999998,29.293242200000002,-94.807463830000003,2017,Not_at_edge,Y,T,11.000000000000000,N
4223,13718,548868,3510-0068-0002-001,92.9041977,13719_29.2935451_-94.7885254_0_283.34.jpg,icD51Q8BtqG0VHnTSaMmGg,13719,0.911621000000000,223,507,310,4.017884473000000,1.163208465000000,14.785428610000000,-1.271312972000000,2.434521437000000,2.854676008000000,-0.111873979000000,29.293545099999999,-94.788525399999997,29.293561189999998,-94.788676460000005,2019,Not_at_edge,Y,T,11.000000000000000,N
4224,13719,548869,3510-0068-0003-002,142.1410065,13720_29.2936344_-94.7885554_0_268.38.jpg,XH6Bd4yjtMoSoxtFLE5QUg,13720,0.759766000000000,226,570,362,3.461367601000000,0.590525859000000,14.071342290000000,-1.815290696000000,2.405816555000000,2.870841742000000,-0.109806372000000,29.293634399999998,-94.788555400000007,29.293616929999999,-94.788698839999995,2019,Not_at_edge,Y,T,11.000000000000000,N
4225,13722,548872,3505-0163-0009-001,215.3500061,13658_29.2933931_-94.8146896_0_222.66.jpg,cu7OpRKDU8tgvjlxE1xJlA,13658,0.913086000000000,489,467,311,3.484609615000000,1.298306238000000,18.699234810000000,-1.093071926000000,2.391378164000000,2.186303377000000,0.073483807000000,29.293393099999999,-94.814689599999994,29.293277770000000,-94.814830049999998,2019,Not_at_edge,Y,T,11.000000000000000,N
4226,13730,548880,3505-0163-0010-001,135.5930023,13729_29.2929536_-94.815151_0_13.28.jpg,gzIcKtpd5eNg4BjlPDi8ow,13729,0.837891000000000,566,441,283,3.896322345000000,1.683673476000000,18.561423420000001,-0.745187188000000,2.428860664000000,2.212648869000000,0.126663772000000,29.292953600000001,-94.815151000000000,29.293110420000001,-94.815083979999997,2020,Not_at_edge,Y,T,11.000000000000000,N
4227,13731,548881,3510-0013-3014-001,118.1259995,13732_29.2933062_-94.8009874_0_72.35.jpg,KmTzGEVYkkswgp2pXpZPwA,13732,0.340576000000000,504,654,471,3.006535389000000,0.397515394000000,15.866267980000000,-2.989840410000000,3.387355804000000,2.609019995000000,0.083539244000000,29.293306240000000,-94.800987370000001,29.293338110000001,-94.800828170000003,2013,Not_at_edge,Y,T,11.000000000000000,Y
4228,13743,548893,3510-0013-3008-000,157.7969971,13744_29.2934228_-94.7998174_0_223.55.jpg,_Qtjqd0pqquULalCFlPF8A,13744,0.870117000000000,151,541,323,3.405490560000000,0.942936582000000,13.458493980000000,-1.464566308000000,2.407502890000000,2.462553978000000,-0.161173286000000,29.293422799999998,-94.799817399999995,29.293322509999999,-94.799895489999997,2021,Not_at_edge,Y,T,11.000000000000000,N
4229,13749,548899,3505-0163-0011-001,149.6679993,13750_29.2929275_-94.8152488_0_343.07.jpg,ithE--nS41jG_iv-8LnTFg,13750,0.884277000000000,312,561,381,2.629967653000000,0.416815483000000,16.182090880000001,-2.007441557000000,2.424257040000000,2.213152170000000,-0.049502260000000,29.292927500000001,-94.815248800000006,29.293064890000000,-94.815305120000005,2020,Not_at_edge,Y,T,11.000000000000000,Y
4230,13750,548900,3505-0039-0006-000,88.4913025,13751_29.2933446_-94.8100498_0_175.60.jpg,o4O8Fyr9efGAbvrCHsETGA,13751,0.837891000000000,434,540,349,3.075427700000000,0.736959864000000,15.321304469999999,-1.666735719000000,2.403695583000000,2.338467836000000,0.035571857000000,29.293344600000001,-94.810049800000002,29.293206489999999,-94.810043300000004,2019,Not_at_edge,Y,T,11.000000000000000,Y
4231,13751,548901,3510-0013-3010-000,158.6329956,13684_29.2930834_-94.8001792_0_342.98.jpg,eoIdoamS0CG-dxZMk6-Saw,13684,0.690430000000000,467,518,382,2.970748275000000,0.404559224000000,21.427123500000000,-2.000154645000000,2.404713869000000,2.566189051000000,0.057851521000000,29.293083400000000,-94.800179200000002,29.293271210000000,-94.800231449999998,2019,Not_at_edge,Y,T,11.000000000000000,Y
4232,13755,548905,3510-0069-2007-000,258.3630066,13756_29.2935356_-94.7860288_0_284.97.jpg,4fnY_tstechTHDnsheI0ig,13756,0.914062000000000,117,606,376,4.543568287000000,1.573200617000000,12.865582229999999,-1.959392395000000,3.532593012000000,2.970367670000000,-0.183859276000000,29.293535550000001,-94.786028819999999,29.293544529999998,-94.786160839999994,2016,Not_at_edge,Y,T,11.000000000000000,N
4233,13763,548913,3510-0069-3014-001,112.5520020,13764_29.2934419_-94.785999_0_73.45.jpg,kaLcKMbpeYdhksQ5U9bYgw,13764,0.639160000000000,612,535,378,4.607439803000000,1.591600465000000,18.646315820000002,-1.952911330000000,3.544511795000000,3.015839338000000,0.158453006000000,29.293441900000001,-94.785999000000004,29.293463769999999,-94.785808720000006,2016,Not_at_edge,Y,T,11.000000000000000,N
4234,13768,548918,3505-0037-0001-003,102.0070038,13769_29.2933411_-94.8084949_0_72.72.jpg,FdwKzCSDk_OrO7hpxa-ztQ,13769,0.952148000000000,54,507,336,3.196619297000000,0.915671850000000,17.458151890000000,-1.472045397000000,2.387717247000000,2.280947447000000,-0.226323703000000,29.293341070000000,-94.808494920000001,29.293420410000000,-94.808339700000005,2019,Not_at_edge,Y,T,11.000000000000000,Y
4235,13773,548923,3510-0068-3007-001,206.7570038,13774_29.293563_-94.7874982_0_196.99.jpg,37UT3RHDAFd0p2q92wLsyQ,13774,0.840332000000000,368,535,285,3.919469652000000,1.170159635000000,11.637552230000001,-1.234238329000000,2.404397964000000,2.749310017000000,-0.011163907000000,29.293562990000002,-94.787498229999997,29.293462240000000,-94.787531950000002,2019,Not_at_edge,Y,T,11.000000000000000,N
4236,13779,548930,3505-0039-0004-002,114.3639984,13780_29.2932602_-94.8103363_0_161.72.jpg,9e3IQ_z60VpV5MirYLt7ew,13780,0.895020000000000,341,513,306,3.577145274000000,1.244575913000000,13.992744450000000,-1.268749063000000,2.513324976000000,2.332569361000000,-0.029647391000000,29.293260199999999,-94.810336300000003,29.293141559999999,-94.810287090000003,2019,Not_at_edge,Y,T,11.000000000000000,N
